id,chronological_order,working_title,one_line_summary,life_stage,story_arc,characters,locations,themes,source_tier,primary_work,primary_book,primary_chapter,verse_range,festival_tags,age_sensitivity,estimated_story_strength,visual_potential,independent_story_score,source_confidence,variant_notes
DKS_0072,72,Krishna Leaps into Kaliya's Poisoned Pool,"Seeing the Yamuna polluted by the serpent Kaliya's venom, Krishna climbs a kadamba tree and plunges into the deep poisoned pool to subdue him.",vrindavan,kaliya_and_yamuna,Krishna; Kaliya,Yamuna river,purification; courage,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,16,3-5,Naga Panchami,mild_violence,5,5,4,5,VP 5.7 also includes the biting and the despair of the watchers.
DKS_0073,73,Kaliya Coils Around Krishna and Vraja Despairs,"Kaliya coils around Krishna and holds him motionless in the depths, while the cowherds, cows and all of Gokula rush to the bank in grief.",vrindavan,kaliya_and_yamuna,Kaliya; Krishna; cowherds; Nanda; gopis,Yamuna river,peril; grief,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,16,8-20,Naga Panchami,mild_violence,5,5,4,5,
DKS_0074,74,Krishna Dances on Kaliya's Heads,"Breaking free of the serpent's coils, Krishna leaps up and dances upon Kaliya's raised heads, trampling each hood that will not bow.",vrindavan,kaliya_and_yamuna,Krishna; Kaliya,Yamuna river,victory; divine_power,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,16,22-30,Naga Panchami,mild_violence,5,5,5,5,HV/VP fold this dance into the banishment episode (see 'kaliya_banish').
DKS_0075,75,Kaliya's Wives Plead for His Life,"The serpent's wives, with disheveled hair and folded hands, praise Krishna and beg him to spare their husband's life.",vrindavan,kaliya_and_yamuna,Kaliya; Kaliya's wives; Krishna,Yamuna river,mercy; devotion; intercession,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,16,30-52,Naga Panchami,mild_violence,4,4,3,5,
DKS_0076,76,Krishna Spares and Banishes Kaliya,"Krishna spares Kaliya, orders him to leave the Yamuna for the ocean, and Kaliya departs with his family, leaving the river's waters sweet again.",vrindavan,kaliya_and_yamuna,Krishna; Kaliya; Kaliya's wives,Yamuna river; ocean,mercy; purification,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,16,53-67,Naga Panchami,mild_violence,5,5,4,5,HV/VP fold in the dance on the hoods; bpc1_035 is Uddhava's recollection.
DKS_0077,77,Why Kaliya Took Refuge in the Yamuna,"The sage recounts how Kaliya, having withheld Garuda's tribute and been beaten by him, fled to the Yamuna pool, where a curse forbade Garuda to enter.",vrindavan,kaliya_and_yamuna,Kaliya; Garuda; Saubhari,Yamuna river,backstory; fear,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,17,1-11,Naga Panchami,all,3,3,2,5,
DKS_0078,78,Krishna Emerges and the Villagers Rejoice,"Krishna comes out of the pool adorned with gems; the cowherds embrace him, and Nanda gives cattle and gold to the brahmanas for his deliverance.",vrindavan,kaliya_and_yamuna,Krishna; Nanda; Yasoda; cowherds,Yamuna river,reunion; gratitude,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,17,12-18,Naga Panchami,all,4,4,3,5,
DKS_0079,79,Krishna Questions the Indra Sacrifice,"Krishna, bowing humbly, asks Nanda and the elders what ceremony they have begun, its fruit, for whom, and by what means it is accomplished.",vrindavan,govardhan_and_indra,Krishna; Nanda,Vrindavan,ritual; questioning; humility,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,24,1-6,,all,3,3,3,5,
DKS_0080,80,Indra Becomes Furious,Indra learns his worship has been stopped and grows angry with the cowherds whose lord is Krishna.,vrindavan,govardhan_and_indra,Indra,heaven,pride; anger,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,24,38,,all,3,3,2,5,
DKS_0081,81,Nanda Explains the Indra Worship,"Nanda explains that Indra, lord of rain, is worshipped with offerings produced by his own showers.",vrindavan,govardhan_and_indra,Nanda; Krishna,Vrindavan,tradition; rain; duty,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,24,7-11,,all,2,2,2,5,
DKS_0082,82,Krishna Argues for Worshipping Govardhana Hill,"Krishna tells Nanda the cowherds should worship Govardhana hill, the cows and the brahmins rather than Indra.",vrindavan,govardhan_and_indra,Krishna; Nanda,Vrindavan,karma; devotion; challenge to Indra,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,24,12-29,,all,4,3,4,5,
DKS_0083,83,The Cowherds Worship Govardhana and Krishna Receives Offerings as the Hill,Nanda and the cowherds accept Krishna's words and perform the sacrifice to Govardhana hill.,vrindavan,govardhan_and_indra,Krishna; Nanda; cowherds,Vrindavan; Govardhana,ritual; community,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,24,30-33,Govardhan Puja,all,4,4,4,5,BP splits the worship (10.24) and Krishna's manifestation (10.24) into two beats; VP 5.10 combines them.
DKS_0084,84,Indra Unleashes the Storm on Vrindavan,"Furious Indra sends the Samvartaka storm-clouds to destroy Nanda's gokula with torrent, hail and wind.",vrindavan,govardhan_and_indra,Indra; clouds; cowherds,Vrindavan,wrath; storm,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,25,1-9,Govardhan Puja,mild_violence,4,5,4,5,
DKS_0085,85,Krishna Lifts Govardhana Hill,Krishna lifts Govardhana hill with one hand and holds it aloft like an umbrella to shelter the cowherds.,vrindavan,govardhan_and_indra,Krishna; Indra; cowherds,Govardhana,protection; divine power,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,25,10-19,Govardhan Puja,all,5,5,5,5,HV/VP specify seven nights/days; bpc1_036 is Uddhava's recollection.
DKS_0086,86,Seven Days Beneath Govardhana,"The cowherds shelter beneath the hill for seven days while Krishna holds it, until Indra relents.",vrindavan,govardhan_and_indra,Krishna; cowherds; cattle,Govardhana,refuge; endurance,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,25,20-25,Govardhan Puja,all,4,4,3,5,Folded into 'govardhana_lift' in HV/VP.
DKS_0087,87,Krishna Restores the Hill and the Cowherds Rejoice,"Krishna sets the hill back in place; Nanda, Yashoda and Balarama embrace him and the gods rain flowers.",vrindavan,govardhan_and_indra,Krishna; Nanda; Yashoda; Balarama,Govardhana; Vrindavan,joy; restoration,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,25,26-32,,all,3,4,3,5,
DKS_0088,88,Indra Surrenders and Begs Forgiveness,"Ashamed Indra approaches Krishna, touches his feet, and asks forgiveness for his pride.",vrindavan,govardhan_and_indra,Indra; Krishna,Vrindavan,surrender; forgiveness,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,27,1-16,,all,4,4,3,5,
DKS_0089,89,Indra Installs Krishna as Govinda,"Surabhi the divine cow praises Krishna, and Indra bathes and names him Govinda.",vrindavan,govardhan_and_indra,Surabhi; Indra; Krishna,Govardhana,consecration; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,27,17-27,,all,4,4,3,5,
DKS_0090,90,The Gopis Praise Krishna's Flute,"Krishna plays his flute in the forest, and the gopis, describing its sweetness to one another, are carried away into his pastimes.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan,devotion; music; longing,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,21,1-19,,all,3,4,2,5,
DKS_0091,91,The Gopis Perform the Katyayani Vow,"Through the first month of winter, the young gopis bathe in the Yamuna and worship the goddess Katyayani, praying that Krishna become their husband.",vrindavan,rasa_and_gopis,gopis; Krishna; Katyayani,Yamuna river,devotion; longing; austerity,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,22,1-5,,all,4,3,3,5,
DKS_0092,92,Krishna Steals the Gopis' Clothes,"Krishna carries off the gopis' garments as they bathe, climbs a kadamba tree, and teasingly bids them come and take them back.",vrindavan,rasa_and_gopis,Krishna; gopis,Yamuna river,playfulness; modesty; sport,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,22,6-11,,all,4,4,3,5,
DKS_0093,93,Krishna Returns the Clothes and Blesses the Gopis,"The shivering gopis come from the water, and Krishna, pleased with their sincerity, returns their clothes and promises their wish will be fulfilled.",vrindavan,rasa_and_gopis,Krishna; gopis,Yamuna river,grace; devotion; promise,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,22,12-27,,all,4,4,3,5,
DKS_0094,94,The Brahmanas Refuse Krishna's Request for Food,"Hungry, Krishna sends the cowherd boys to ask food of brahmanas performing a sacrifice, but they turn the request away, mistaking Krishna for a mere man.",vrindavan,rasa_and_gopis,Krishna; cowherd boys; brahmanas,Vrindavan,pride; blindness,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,23,1-11,,all,4,3,3,5,
DKS_0095,95,The Brahmanas' Wives Bring Food to Krishna,"Krishna then sends the boys to the brahmanas' wives, who, longing for his sight, hasten to him with every kind of food, disregarding their families.",vrindavan,rasa_and_gopis,brahmana wives; cowherd boys; Krishna,Vrindavan,devotion; longing,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,23,12-19,,all,4,4,3,5,
DKS_0096,96,The Wives Refuse to Return and Krishna Welcomes Them,"The brahmana wives, granted Krishna's sight, refuse to return to their homes, and Krishna, pleased with their devotion, assures them of his grace and sends them back with their minds fixed on him.",vrindavan,rasa_and_gopis,brahmana wives; Krishna,Vrindavan,devotion; surrender,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,23,20-31,,all,4,4,3,5,
DKS_0097,97,The Brahmanas Repent and Praise Krishna,"Reflecting that their wives' devotion surpassed their own empty rituals, the brahmanas lament their blindness and sing Krishna's praise, longing to see him.",vrindavan,rasa_and_gopis,brahmanas; Krishna,Vrindavan,repentance; humility,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,23,32-51,,all,3,3,2,5,
DKS_0098,98,Krishna Vanishes,"To quell the pride rising in the gopis, Krishna suddenly disappears.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan,humility; separation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,29,47,,all,4,4,3,5,
DKS_0099,99,The Gopis Abandon Their Homes,"Krishna plays his flute on an autumn night and the gopis leave homes, husbands and duties to rush to him.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan; Yamuna,love; flute; abandonment,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,29,1-16,,all,5,5,4,5,
DKS_0100,100,Krishna Tests the Gopis,"Krishna tells the gopis to return to their husbands, and they plead that he is their very soul.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan,testing; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,29,17-41,,all,5,4,4,5,
DKS_0101,101,Krishna Relents and Sports with the Gopis,"Krishna smiles, shows the gopis favor, and enjoys himself with them on the Yamuna's bank.",vrindavan,rasa_and_gopis,Krishna; gopis,Yamuna,union; grace,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,29,42-46,,all,4,4,3,5,
DKS_0102,102,The Gopis Search the Forest,The gopis wander the forest questioning the trees and plants about the vanished Krishna.,vrindavan,rasa_and_gopis,gopis,Vrindavan forest,search; longing,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,30,1-12,,all,4,4,3,5,
DKS_0103,103,The Gopis Enact Krishna's Lilas,"In their frenzy the gopis imitate Krishna's childhood deeds, each playing a part.",vrindavan,rasa_and_gopis,gopis,Vrindavan forest,imitation; ecstasy,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,30,13-23,,all,4,5,3,5,
DKS_0104,104,The Favored Gopi's Pride and Krishna's Second Vanishing,"Finding footprints of Krishna and his chosen gopi, the gopis marvel; she grows proud, and Krishna vanishes again.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan forest,pride; humility,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,30,24-39,,all,4,4,3,5,
DKS_0105,105,Krishna Reappears Among the Gopis,Krishna reappears smiling and the gopis rise as if their life had returned; their grief ends.,vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan,reunion; joy,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,32,1-14,,all,4,4,3,5,
DKS_0106,106,Krishna Teaches About Love,"Krishna answers the gopis' question about why he loves those who love him, explaining the ways of love.",vrindavan,rasa_and_gopis,Krishna; gopis,Vrindavan,love; teaching,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,32,15-21,,all,3,2,2,5,
DKS_0107,107,The Great Rasa Dance,Krishna multiplies himself to dance between every gopi in the moonlit rasa; the gods watch and rain flowers.,vrindavan,rasa_and_gopis,Krishna; gopis,Yamuna bank,rasa dance; divine play,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,33,1-24,,all,5,5,4,5,bpc1_037 is Uddhava's recollection.
DKS_0108,108,Uddhava Arrives Bearing Krishna's Message,"Uddhava arrives in Vrindavan as Krishna's envoy; the gopis, pining for Krishna, surround him and ask why he has come.",vrindavan,rasa_and_gopis,Uddhava; Krishna; Gopis,Vrindavan,separation; devotion; longing,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,47,1-9,,all,4,3,3,5,
DKS_0109,109,The Gopi's Lament to the Bee (Bhramara-gita),"A gopi, seeing a honeybee, addresses it as Krishna's messenger and reproaches Krishna for abandoning the gopis.",vrindavan,rasa_and_gopis,Gopis; Krishna,Vrindavan,separation; devotion; grief,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,47,10-20,,all,5,4,4,5,
DKS_0110,110,Uddhava Delivers Krishna's Message and the Gopis Reply,Uddhava conveys Krishna's teaching of unbroken spiritual union; the gopis answer that they cannot forget Krishna.,vrindavan,rasa_and_gopis,Uddhava; Krishna; Gopis,Vrindavan,devotion; non-duality; longing,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,47,21-51,,all,4,3,3,5,
DKS_0111,111,Uddhava Praises the Gopis and Departs,"Uddhava extols the gopis' supreme devotion, wishes to be a shrub in Vrindavan, stays some months, then returns to Mathura.",vrindavan,rasa_and_gopis,Uddhava; Gopis; Nanda; Yashoda,Vrindavan; Mathura,devotion; humility; reverence,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,47,52-68,,all,4,3,3,5,
DKS_0112,112,Akrura Journeys to Vrindavan,"On the road Akrura, filled with devotion, ponders what merit has earned him the sight of Krishna.",vrindavan,akrura_and_departure,Akrura,road to Vrindavan,devotion; anticipation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,38,1-23,,all,3,3,2,5,
DKS_0113,113,Akrura Arrives in Vrindavan and Beholds Krishna,"Akrura sees Krishna and Balarama, prostrates, and is honored by Nanda with food and questions.",vrindavan,akrura_and_departure,Akrura; Krishna; Balarama; Nanda,Vrindavan,hospitality,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,38,23-42,,all,3,3,3,5,
DKS_0114,114,Akrura Reveals Kamsa's Plan and Krishna Agrees to Go,"Krishna questions Akrura, who tells him of Kamsa's enmity and the purpose of his mission.",vrindavan,akrura_and_departure,Akrura; Krishna; Balarama,Vrindavan,revelation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,39,1-9,,all,3,2,3,5,VP 5.18 has Krishna vow to slay Kansa within three nights.
DKS_0115,115,The Gopis Grieve at Krishna's Departure,"When Nanda proclaims the journey to Mathura, the gopis lament that Akrura is taking Krishna away.",vrindavan,akrura_and_departure,gopis; Akrura; Krishna,Vrindavan,grief; separation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,39,10-30,,all,4,4,3,5,
DKS_0116,116,Krishna Consoles the Gopis,"As the chariot leaves, Krishna promises the weeping gopis that he will return.",vrindavan,akrura_and_departure,Krishna; gopis,Vrindavan,consolation; promise,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,39,31-36,,all,4,4,3,5,
DKS_0117,117,Akrura Beholds the Divine Vision in the Yamuna,"Diving in the Yamuna, Akrura sees Krishna and Balarama as the Lord resting on Shesha surrounded by gods.",vrindavan,akrura_and_departure,Akrura; Krishna; Balarama,Yamuna,vision; praise,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,39,37-56,,all,4,5,3,5,
DKS_0118,118,Akrura Reports to Kamsa,Krishna withdraws the divine vision; Akrura drives on and reports to Kamsa before going home.,mathura,akrura_and_departure,Krishna; Akrura; Kamsa,Mathura,concealment,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,41,1-18,,all,3,3,3,5,
DKS_0119,119,Nanda Departs for Vraja,"Krishna embraces Nanda, bids him return to Vraja, and Nanda departs in tears with the cowherds.",mathura,akrura_and_departure,Krishna; Nanda,Mathura,farewell; love,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,45,19-24,,all,4,4,4,5,
DKS_0120,120,Kamsa Orders the Gopas Expelled and Vasudeva Punished,"Seeing his wrestlers slain, Kansa orders the cowherds expelled, Nanda bound, and Vasudeva punished; Krishna grows wrathful.",mathura,mathura_and_kamsa,Kansa; Krishna; Nanda; Vasudeva,Mathura arena,tyranny; wrath,A,"Harivamsha (Dutt, Gutenberg #61937)",1,85,,,all,3,3,3,4,HV-specific; the provocation immediately preceding the killing (see 'slay_kamsa').
DKS_0121,121,Garuda Restores Vishnu's Stolen Crown to Krishna,"Garuda, having recovered Vishnu's crown stolen by Bali's son, places it on Krishna's head on Gomanta.",mathura,mathura_and_kamsa,Krishna; Garuda; Balarama,Gomanta,divine insignia; restoration,A,"Harivamsha (Dutt, Gutenberg #61937)",1,97,,,all,3,3,3,4,
DKS_0122,122,Krishna Returns to Mathura,"Rama and Krishna, accompanied by Damaghosha, enter Mathura and are received with joy by Ugrasena and the Yadavas before honoring their parents.",mathura,mathura_and_kamsa,Krishna; Balarama; Ugrasena; Vasudeva; Damaghosha,Mathura,return; homage; joy,A,"Harivamsha (Dutt, Gutenberg #61937)",1,101,,,all,3,3,3,4,
DKS_0123,123,Kaishika Offers His Kingdom,"The Vidarbha kings Kratha and Kaishika offer Krishna their kingdom and arrange his consecration, while a celestial voice announces that Indra has sent a golden seat.",mathura,mathura_and_kamsa,Krishna; Kaishika; Kratha; Chitrangada; Indra,Vidarbha,royal-unction; offering; divine-mandate,A,"Harivamsha (Dutt, Gutenberg #61937)",1,107,,,all,3,3,3,4,
DKS_0124,124,Krishna's Royal Consecration,"Before the assembled kings, celestial jars pour sacred water and Indra himself adorns Krishna, completing the Abhisheka ceremony of his imperial consecration.",mathura,mathura_and_kamsa,Krishna; Indra; Kaishika; Kratha; Garuda,Vidarbha,consecration; emperor; divinity,A,"Harivamsha (Dutt, Gutenberg #61937)",1,107,,,all,4,4,3,4,
